,Parameter,General source,Source,Commodity,Value,"Commodity, source"
1913,"10 x Intensity
elasticity to time ( )",Literature,"Pei and Tilton (1999), b - from demand",Pb,0.42000000000000004,"Pb, literature"
1914,"10 x Intensity
elasticity to time ( )",Literature,Stuermer (2017) - from demand,Pb,-0.05,"Pb, literature"
1915,"Mine CU elasticity
to TCM (**)",Literature,Choe (1990),Pb,0.109,"Pb, literature"
1916,"Mine CU elasticity
to TCM (**)",Literature,Choe (1990),Pb,0.109,"Pb, literature"
1917,"Mine CU elasticity
to TCM (**)",Literature,"Sigman (1995), a",Pb,0.167,"Pb, literature"
1918,"Mine CU elasticity
to TCM (**)",Literature,"Sigman (1995), b",Pb,0.171,"Pb, literature"
1919,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,Bartos (2007),Pb,-0.22999999999999998,"Pb, literature"
1920,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,"Topp (2008), a",Pb,0.22000000000000003,"Pb, literature"
1921,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,"Topp (2008), b",Pb,-0.37,"Pb, literature"
1922,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,"Topp (2008), c",Pb,0.61,"Pb, literature"
1923,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,McKinsey (2015),Pb,0.35,"Pb, literature"
1924,"$\frac{1}{10} x$ Mine cost
change per year ( )",Literature,This study,Pb,0.143,"Pb, literature"
1925,"Mine cost elasticity
to ore grade ( )",Literature,This study,Pb,-0.6855,"Pb, literature"
1926,"Ore grade elasticity
to COT distribution mean ( )",Literature,"This study, a",Pb,0.024990000000000002,"Pb, literature"
1927,"Ore grade elasticity
to COT distribution mean ( )",Literature,"This study, b",Pb,0.17052,"Pb, literature"
1928,"Ore grade elasticity
to COT distribution mean ( )",Literature,"This study, c",Pb,-0.13,"Pb, literature"
1929,"Scrap spread elasticity
to price ( )",Literature,"Xiarchos (2009), a - from scrap price",Pb,0.621,"Pb, literature"
1930,"Intensity elasticity to
GDP (***)",This study,This study 0,Sn,0.4279035447275494,"Sn, this study"
1931,"Intensity elasticity to
GDP (***)",This study,This study 1,Sn,0.4028390517907942,"Sn, this study"
1932,"Intensity elasticity to
GDP (***)",This study,This study 2,Sn,0.2854316520352702,"Sn, this study"
1933,"Intensity elasticity to
GDP (***)",This study,This study 3,Sn,0.8250138356661214,"Sn, this study"
1934,"Intensity elasticity to
GDP (***)",This study,This study 4,Sn,0.9473720580432916,"Sn, this study"
1935,"Intensity elasticity to
GDP (***)",This study,This study 5,Sn,0.3424842844066134,"Sn, this study"
1936,"Intensity elasticity to
GDP (***)",This study,This study 6,Sn,0.6663044358947312,"Sn, this study"
1937,"Intensity elasticity to
GDP (***)",This study,This study 7,Sn,-0.0046865317326104,"Sn, this study"
1938,"Intensity elasticity to
GDP (***)",This study,This study 8,Sn,0.7634972090647827,"Sn, this study"
1939,"Intensity elasticity to
GDP (***)",This study,This study 9,Sn,0.1028200626136135,"Sn, this study"
1940,"Intensity elasticity to
GDP (***)",This study,This study 10,Sn,-0.116101128247654,"Sn, this study"
1941,"Intensity elasticity to
GDP (***)",This study,This study 11,Sn,0.9174759530020636,"Sn, this study"
1942,"Intensity elasticity to
GDP (***)",This study,This study 12,Sn,0.7318893024129569,"Sn, this study"
1943,"Intensity elasticity to
GDP (***)",This study,This study 13,Sn,-0.0653115753417979,"Sn, this study"
1944,"Intensity elasticity to
GDP (***)",This study,This study 14,Sn,0.5041071906383783,"Sn, this study"
1945,"Intensity elasticity to
GDP (***)",This study,This study 15,Sn,0.9438062039074328,"Sn, this study"
1946,"Intensity elasticity to
GDP (***)",This study,This study 16,Sn,-0.2884953035311712,"Sn, this study"
1947,"Intensity elasticity to
GDP (***)",This study,This study 17,Sn,-0.0978168072065956,"Sn, this study"
1948,"Intensity elasticity to
GDP (***)",This study,This study 18,Sn,-0.0355425620641167,"Sn, this study"
1949,"Intensity elasticity to
GDP (***)",This study,This study 19,Sn,0.3036528333147072,"Sn, this study"
1950,"Intensity elasticity to
GDP (***)",This study,This study 20,Sn,0.758904172395833,"Sn, this study"
1951,"Intensity elasticity to
GDP (***)",This study,This study 21,Sn,0.6880419281964549,"Sn, this study"
1952,"Intensity elasticity to
GDP (***)",This study,This study 22,Sn,0.8566994942175274,"Sn, this study"
1953,"Intensity elasticity to
GDP (***)",This study,This study 23,Sn,-0.1586581557044019,"Sn, this study"
1954,"Intensity elasticity to
GDP (***)",This study,This study 24,Sn,0.8739080491846618,"Sn, this study"
1955,"Intensity elasticity to
price (***)",This study,This study 0,Sn,-0.3789760201024408,"Sn, this study"
1956,"Intensity elasticity to
price (***)",This study,This study 1,Sn,-0.545331589034448,"Sn, this study"
1957,"Intensity elasticity to
price (***)",This study,This study 2,Sn,-0.3443111059371397,"Sn, this study"
1958,"Intensity elasticity to
price (***)",This study,This study 3,Sn,-0.1086085694383718,"Sn, this study"
1959,"Intensity elasticity to
price (***)",This study,This study 4,Sn,-0.2499269578862084,"Sn, this study"
1960,"Intensity elasticity to
price (***)",This study,This study 5,Sn,-0.2501163760797793,"Sn, this study"
1961,"Intensity elasticity to
price (***)",This study,This study 6,Sn,-0.215680314226095,"Sn, this study"
1962,"Intensity elasticity to
price (***)",This study,This study 7,Sn,-0.4417005640203236,"Sn, this study"
1963,"Intensity elasticity to
price (***)",This study,This study 8,Sn,-0.1409071518057613,"Sn, this study"
1964,"Intensity elasticity to
price (***)",This study,This study 9,Sn,-0.031350552868829,"Sn, this study"
1965,"Intensity elasticity to
price (***)",This study,This study 10,Sn,-0.0043623844999251,"Sn, this study"
1966,"Intensity elasticity to
price (***)",This study,This study 11,Sn,-0.0766858921233763,"Sn, this study"
1967,"Intensity elasticity to
price (***)",This study,This study 12,Sn,-0.2305798635922935,"Sn, this study"
1968,"Intensity elasticity to
price (***)",This study,This study 13,Sn,-0.3146021268822913,"Sn, this study"
1969,"Intensity elasticity to
price (***)",This study,This study 14,Sn,-0.002468561133504,"Sn, this study"
1970,"Intensity elasticity to
price (***)",This study,This study 15,Sn,-0.1475957599739612,"Sn, this study"
1971,"Intensity elasticity to
price (***)",This study,This study 16,Sn,-0.3233846874542561,"Sn, this study"
1972,"Intensity elasticity to
price (***)",This study,This study 17,Sn,-0.4934017864752912,"Sn, this study"
1973,"Intensity elasticity to
price (***)",This study,This study 18,Sn,-0.2926341650015314,"Sn, this study"
1974,"Intensity elasticity to
price (***)",This study,This study 19,Sn,-0.5903112135556415,"Sn, this study"
1975,"Intensity elasticity to
price (***)",This study,This study 20,Sn,-0.3722599814094916,"Sn, this study"
1976,"Intensity elasticity to
price (***)",This study,This study 21,Sn,-0.5714413926794939,"Sn, this study"
1977,"Intensity elasticity to
price (***)",This study,This study 22,Sn,-0.0900976210967693,"Sn, this study"
1978,"Intensity elasticity to
price (***)",This study,This study 23,Sn,-0.4818662615135234,"Sn, this study"
1979,"Intensity elasticity to
price (***)",This study,This study 24,Sn,-0.1292105835209197,"Sn, this study"
1980,"10 x Intensity
elasticity to time ( )",This study,This study 0,Sn,-0.142555091395956,"Sn, this study"
1981,"10 x Intensity
elasticity to time ( )",This study,This study 1,Sn,-0.127596178698841,"Sn, this study"
1982,"10 x Intensity
elasticity to time ( )",This study,This study 2,Sn,-0.117661251271648,"Sn, this study"
1983,"10 x Intensity
elasticity to time ( )",This study,This study 3,Sn,-0.621637612145672,"Sn, this study"
1984,"10 x Intensity
elasticity to time ( )",This study,This study 4,Sn,-0.567956365331331,"Sn, this study"
1985,"10 x Intensity
elasticity to time ( )",This study,This study 5,Sn,-0.295516307805928,"Sn, this study"
1986,"10 x Intensity
elasticity to time ( )",This study,This study 6,Sn,-0.254106472097565,"Sn, this study"
1987,"10 x Intensity
elasticity to time ( )",This study,This study 7,Sn,-0.039567766095485,"Sn, this study"
1988,"10 x Intensity
elasticity to time ( )",This study,This study 8,Sn,-0.21792384776125498,"Sn, this study"
1989,"10 x Intensity
elasticity to time ( )",This study,This study 9,Sn,-0.209340577148058,"Sn, this study"
1990,"10 x Intensity
elasticity to time ( )",This study,This study 10,Sn,-0.197091664637222,"Sn, this study"
1991,"10 x Intensity
elasticity to time ( )",This study,This study 11,Sn,-0.598427054258893,"Sn, this study"
1992,"10 x Intensity
elasticity to time ( )",This study,This study 12,Sn,-0.419667482921508,"Sn, this study"
1993,"10 x Intensity
elasticity to time ( )",This study,This study 13,Sn,-0.040181213499595,"Sn, this study"
1994,"10 x Intensity
elasticity to time ( )",This study,This study 14,Sn,-0.256931158765762,"Sn, this study"
1995,"10 x Intensity
elasticity to time ( )",This study,This study 15,Sn,-0.6459616922332769,"Sn, this study"
1996,"10 x Intensity
elasticity to time ( )",This study,This study 16,Sn,-0.107462236501881,"Sn, this study"
1997,"10 x Intensity
elasticity to time ( )",This study,This study 17,Sn,-0.299999990511027,"Sn, this study"
1998,"10 x Intensity
elasticity to time ( )",This study,This study 18,Sn,-0.09109866929159399,"Sn, this study"
1999,"10 x Intensity
elasticity to time ( )",This study,This study 19,Sn,-0.132984859171673,"Sn, this study"
2000,"10 x Intensity
elasticity to time ( )",This study,This study 20,Sn,-0.10485851727925001,"Sn, this study"
2001,"10 x Intensity
elasticity to time ( )",This study,This study 21,Sn,-0.389900255425438,"Sn, this study"
2002,"10 x Intensity
elasticity to time ( )",This study,This study 22,Sn,-0.554619018585635,"Sn, this study"
2003,"10 x Intensity
elasticity to time ( )",This study,This study 23,Sn,-0.108343909689149,"Sn, this study"
2004,"10 x Intensity
elasticity to time ( )",This study,This study 24,Sn,-0.664931337114574,"Sn, this study"
2005,"Mine CU elasticity
to TCM (.)",This study,This study 0,Sn,0.1139498847403169,"Sn, this study"
2006,"Mine CU elasticity
to TCM (.)",This study,This study 1,Sn,0.7226034359759029,"Sn, this study"
2007,"Mine CU elasticity
to TCM (.)",This study,This study 2,Sn,0.8646066353828358,"Sn, this study"
2008,"Mine CU elasticity
to TCM (.)",This study,This study 3,Sn,0.9942339386887644,"Sn, this study"
2009,"Mine CU elasticity
to TCM (.)",This study,This study 4,Sn,0.1597774436675629,"Sn, this study"
2010,"Mine CU elasticity
to TCM (.)",This study,This study 5,Sn,0.8608021979886861,"Sn, this study"
2011,"Mine CU elasticity
to TCM (.)",This study,This study 6,Sn,0.7808487566273433,"Sn, this study"
2012,"Mine CU elasticity
to TCM (.)",This study,This study 7,Sn,0.477755353873058,"Sn, this study"
2013,"Mine CU elasticity
to TCM (.)",This study,This study 8,Sn,0.8647728153904323,"Sn, this study"
2014,"Mine CU elasticity
to TCM (.)",This study,This study 9,Sn,0.7794842052721315,"Sn, this study"
2015,"Mine CU elasticity
to TCM (.)",This study,This study 10,Sn,0.565178880429714,"Sn, this study"
2016,"Mine CU elasticity
to TCM (.)",This study,This study 11,Sn,0.2510277240421724,"Sn, this study"
2017,"Mine CU elasticity
to TCM (.)",This study,This study 12,Sn,0.6657193589725859,"Sn, this study"
2018,"Mine CU elasticity
to TCM (.)",This study,This study 13,Sn,0.6614968611234737,"Sn, this study"
2019,"Mine CU elasticity
to TCM (.)",This study,This study 14,Sn,0.5866906246012081,"Sn, this study"
2020,"Mine CU elasticity
to TCM (.)",This study,This study 15,Sn,0.5062487404284628,"Sn, this study"
2021,"Mine CU elasticity
to TCM (.)",This study,This study 16,Sn,0.940284159152377,"Sn, this study"
2022,"Mine CU elasticity
to TCM (.)",This study,This study 17,Sn,0.0196323731849416,"Sn, this study"
2023,"Mine CU elasticity
to TCM (.)",This study,This study 18,Sn,0.8655036288336403,"Sn, this study"
2024,"Mine CU elasticity
to TCM (.)",This study,This study 19,Sn,0.2494334836047728,"Sn, this study"
2025,"Mine CU elasticity
to TCM (.)",This study,This study 20,Sn,0.5541634641748707,"Sn, this study"
2026,"Mine CU elasticity
to TCM (.)",This study,This study 21,Sn,0.4605542097736516,"Sn, this study"
2027,"Mine CU elasticity
to TCM (.)",This study,This study 22,Sn,0.9984393501358926,"Sn, this study"
2028,"Mine CU elasticity
to TCM (.)",This study,This study 23,Sn,0.965834963764184,"Sn, this study"
2029,"Mine CU elasticity
to TCM (.)",This study,This study 24,Sn,0.7434914811394424,"Sn, this study"
2030,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 0,Sn,0.2614856516019737,"Sn, this study"
2031,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 1,Sn,-0.09295616052347092,"Sn, this study"
2032,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 2,Sn,0.09220984885088496,"Sn, this study"
2033,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 3,Sn,0.23500688979665832,"Sn, this study"
2034,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 4,Sn,-0.02756548833028587,"Sn, this study"
2035,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 5,Sn,0.4858343853618409,"Sn, this study"
2036,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 6,Sn,-0.2618651433911522,"Sn, this study"
2037,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 7,Sn,-0.33353751333045395,"Sn, this study"
2038,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 8,Sn,0.37423863146038017,"Sn, this study"
2039,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 9,Sn,0.08708869794289349,"Sn, this study"
2040,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 10,Sn,-0.312783625317707,"Sn, this study"
2041,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 11,Sn,-0.4852406717643758,"Sn, this study"
2042,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 12,Sn,-0.10244091230161183,"Sn, this study"
2043,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 13,Sn,0.4731789378529244,"Sn, this study"
2044,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 14,Sn,0.16583374120818686,"Sn, this study"
2045,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 15,Sn,0.08150511019678008,"Sn, this study"
2046,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 16,Sn,-0.2529985776447766,"Sn, this study"
2047,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 17,Sn,-0.4345212716427236,"Sn, this study"
2048,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 18,Sn,0.4920792046326522,"Sn, this study"
2049,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 19,Sn,0.3124126250738522,"Sn, this study"
2050,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 20,Sn,-0.4144183334020114,"Sn, this study"
2051,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 21,Sn,-0.4953060384546866,"Sn, this study"
2052,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 22,Sn,0.30165000407564124,"Sn, this study"
2053,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 23,Sn,-0.36556442954741974,"Sn, this study"
2054,"$\frac{1}{10} x$ Mine cost
change per year ( )",This study,This study 24,Sn,0.20706891624212123,"Sn, this study"
2055,"Mine cost elasticity
to ore grade ( )",This study,This study 0,Sn,-0.9974811858413878,"Sn, this study"
2056,"Mine cost elasticity
to ore grade ( )",This study,This study 1,Sn,-0.5428672421544001,"Sn, this study"
2057,"Mine cost elasticity
to ore grade ( )",This study,This study 2,Sn,-0.5918965225523034,"Sn, this study"
2058,"Mine cost elasticity
to ore grade ( )",This study,This study 3,Sn,-0.2718631623993919,"Sn, this study"
2059,"Mine cost elasticity
to ore grade ( )",This study,This study 4,Sn,-0.5793313211624862,"Sn, this study"
2060,"Mine cost elasticity
to ore grade ( )",This study,This study 5,Sn,-0.0931711816804246,"Sn, this study"
2061,"Mine cost elasticity
to ore grade ( )",This study,This study 6,Sn,-0.5534705940390936,"Sn, this study"
2062,"Mine cost elasticity
to ore grade ( )",This study,This study 7,Sn,-0.8585291317867441,"Sn, this study"
2063,"Mine cost elasticity
to ore grade ( )",This study,This study 8,Sn,-0.994625845346815,"Sn, this study"
2064,"Mine cost elasticity
to ore grade ( )",This study,This study 9,Sn,-0.7805470224775329,"Sn, this study"
2065,"Mine cost elasticity
to ore grade ( )",This study,This study 10,Sn,-0.3824915051054088,"Sn, this study"
2066,"Mine cost elasticity
to ore grade ( )",This study,This study 11,Sn,-0.8918070887065086,"Sn, this study"
2067,"Mine cost elasticity
to ore grade ( )",This study,This study 12,Sn,-0.1422631377618227,"Sn, this study"
2068,"Mine cost elasticity
to ore grade ( )",This study,This study 13,Sn,-0.2995873843833621,"Sn, this study"
2069,"Mine cost elasticity
to ore grade ( )",This study,This study 14,Sn,-0.6521414774762906,"Sn, this study"
